geneid,iDUX4_logFC,iDUX4_logCPM,iDUX4_LR,iDUX4_pval,iDUX4_fdr,hl.ratio,area,protein.length,rep,IQR,QCoD,count,mean,sd,zscore,pval
TRIM49C,4.16973505,7.259036547,945.5862863,1.21E-207,1.75E-205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD24P4,4.16785691,1.489246589,8.641798761,0.003285369,0.006409897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFE2,4.162120498,1.609643891,9.868829894,0.001681024,0.003485049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PELI2,4.148769251,4.803925137,164.0636702,1.47E-37,2.55E-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIM1,4.14856451,6.06591457,408.001975,9.98E-91,4.70E-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRIM49B,4.148209084,7.144903557,869.8850269,3.46E-191,4.52E-189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIPF,4.139343484,1.564735279,9.292595021,0.00230082,0.004642508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPP1R14C,4.136099241,1.598700925,9.672270483,0.0018707,0.00384029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF551,4.134541203,6.740052051,654.0967452,2.87E-144,2.73E-142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PDZK1,4.131588566,2.612088537,28.24992501,1.07E-07,3.95E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TFCP2L1,4.123499265,2.003415354,15.40729184,8.67E-05,2.24E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTAGE8,4.092933766,1.613570218,9.735304473,0.001807621,0.003720222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRPC5OS,4.089034173,1.54457792,8.940829538,0.00278866,0.005520317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOX4,4.072650222,4.277853887,109.0051879,1.62E-25,1.86E-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTS2D,4.064291731,2.656333664,28.98781003,7.28E-08,2.75E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DBR1,4.061926206,7.147465447,855.6554697,4.29E-188,5.37E-186,1.801896386,517716.6118,544,3.625,1.078233525,0.598388194,8,0.00693302,0.322233243,5.57038545,2.54E-08
KRT6A,4.045372045,1.880077925,13.19179807,2.81E-04,6.66E-04,-6.246078199,531219.75,564,3,1.109907865,-0.177696761,6,0.011107327,0.406400441,-15.39660123,1.73E-53
TFIP11,4.044284807,8.562438661,2148.714657,0,0,3.303048258,132187.3203,837,3.470588235,1.999825426,0.605448444,17,0.007424211,0.211530377,15.57990911,9.97E-55
CDH6,4.034442422,2.263067118,19.78859525,8.65E-06,2.57E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EGR3,4.031474856,2.18527564,18.2748121,1.91E-05,5.42E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CGN,4.030742149,1.773237352,11.6137721,6.55E-04,0.001464624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HBA2,4.027243869,3.926604896,82.50474481,1.05E-19,9.37E-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMPG2,4.027152205,2.494142469,24.72812083,6.60E-07,2.26E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM81B,4.01528377,1.433810541,7.72351661,0.005450612,0.010236742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UGT2B11,4.014623921,1.433584246,7.719752314,0.005461989,0.010254939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNTT,4.00904467,1.522889639,8.50434413,0.003542996,0.006873091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNHIT6,4.002025243,6.877906293,699.8203929,3.27E-154,3.31E-152,5.477320017,545049.293,470,4,1.639573302,0.299338599,4,0.023062174,0.69602961,7.836243986,4.64E-15
THSD7A,4.000826009,1.587423306,9.190733257,0.002432434,0.00488214,4.452653039,364811.75,1657,3,0,0,1,0.163406269,1.970326503,2.176921826,0.029486401
MAS1,3.992663522,1.425871041,7.595451341,0.005851574,0.01092228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MLK4,3.984731776,2.135141352,17.16053521,3.43E-05,9.39E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FOXD3,3.983933264,1.422890921,7.546558696,0.006012479,0.011191682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD96,3.976783692,1.641725837,9.767108691,0.001776616,0.003661993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAI2,3.962662059,1.528937926,8.450332084,0.003649768,0.007065286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPPR5,3.958780646,1.610285798,9.346475599,0.002234147,0.004518479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC2A3,3.958175874,9.995476931,2809.301422,0,0,4.470470058,1037515.187,496,4,2.401410929,0.537171908,20,-0.003624977,0.176344205,25.37137544,5.22E-142
FKSG52,3.947899111,4.100898324,92.67755183,6.15E-22,6.21E-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HGF,3.925890996,1.482178112,7.88193894,0.004993092,0.009435795,-0.351637079,1179823.197,728,3.5,6.867186305,-19.52918712,2,0.026262439,1.557089466,-0.242696085,0.80824084
B3GNT4,3.908510834,1.743835309,10.86455913,9.80E-04,0.002121921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIK,3.878035247,1.496654804,7.906248266,0.004926433,0.009324322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRSF12,3.860229014,1.490141086,7.795851642,0.005236632,0.009862297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WNT16,3.859326402,1.966240157,13.86735892,1.96E-04,4.77E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C12orf50,3.847400725,5.947931173,350.5173497,3.27E-78,1.32E-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF705D,3.843094952,1.76831785,10.99223579,9.15E-04,0.001990895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C15orf60,3.842494595,1.375515383,6.79432093,0.00914483,0.016384654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIPG,3.840852571,1.374989443,6.786013591,0.009187485,0.016449238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006967.1,3.828481033,1.370989764,6.723726795,0.009513862,0.016958644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TYW1B,3.824996859,3.739158181,67.95569426,1.67E-16,1.22E-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAT3,3.822203772,1.972416051,13.82673669,2.00E-04,4.87E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGK1,3.816895245,7.980305157,1434.401969,7.028657894e-314,1.74353748374e-311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RNF125,3.816217567,2.44352663,22.3901789,2.23E-06,7.18E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYT14,3.812095587,1.714601385,10.21092277,0.001396113,0.002932899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COLEC12,3.807217696,1.81528414,11.50946535,6.92E-04,0.001540064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRIM64B,3.793200118,6.39034012,472.9781219,7.21E-105,3.98E-103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GEM,3.789880763,5.061442694,182.551041,1.34E-41,2.65E-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGXT,3.76142822,1.349691083,6.395273337,0.011442461,0.020081304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRAMEF22,3.76024434,1.499712375,7.646731596,0.005687527,0.010647143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBP7,3.758276887,1.748975694,10.48637312,0.001202582,0.002552363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOOK1,3.751777336,1.572510114,8.386537516,0.003780103,0.007300151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GFOD1,3.748400576,2.122961605,15.94691562,6.51E-05,1.71E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAB11FIP1,3.726766326,5.950596946,340.5760141,4.78E-76,1.84E-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KL,3.724960137,1.624238097,8.892096034,0.002864078,0.005655111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTF2F1,3.69447411,9.373780445,3125.967059,0,0,1.926727634,1393801.742,517,3.578947368,1.356508823,0.704048045,38,-0.0039577,0.133819696,14.42751249,3.47E-47
C3orf80,3.691215852,1.328173471,6.067316367,0.013770603,0.023721894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B3GNT2,3.691059865,6.251449617,417.52036,8.46E-93,4.10E-91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PEG10,3.689678818,9.395140232,1905.765237,0,0,5.899823985,480876.1172,708,3.655172414,3.104243617,0.526158683,29,-0.002829061,0.144927225,40.72839342,0
MED12L,3.681249605,1.426166516,6.760155074,0.009321566,0.016659849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIST1H1T,3.67801732,1.403765646,6.558033155,0.010441171,0.018457305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C19orf21,3.658953493,1.936008253,12.68342882,3.69E-04,8.60E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HES2,3.645489367,1.46746393,7.054796942,0.007905327,0.014345961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TNFAIP6,3.643012863,4.365145423,104.8065041,1.35E-24,1.49E-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRIM51EP,3.641745327,3.391727493,49.02884574,2.52E-12,1.40E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRPC6,3.638888708,1.382743295,6.290005063,0.01214207,0.021201963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYP1A1,3.631870965,1.831374001,11.1521404,8.39E-04,0.001839573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C6orf141,3.618573984,1.306591446,5.744397498,0.016541328,0.027979383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRIM51GP,3.605762852,2.600298232,24.50128193,7.43E-07,2.52E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPANXN3,3.60396479,2.044676681,14.07446611,1.76E-04,4.31E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZRSR1,3.598107916,1.806613741,10.71674429,0.001061703,0.00227923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTH,3.598066856,3.863158448,70.47536293,4.66E-17,3.50E-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNAH7,3.596499414,2.060404952,14.28416639,1.57E-04,3.88E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LACC1,3.59648286,5.624716716,260.3553687,1.44E-58,4.23E-57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCH1,3.593956152,2.37240914,19.65908558,9.26E-06,2.74E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOX9,3.570309149,7.718460891,1121.481318,7.08E-246,1.20E-243,6.691051037,815729.9258,509,3.666666667,2.213886392,0.33087274,3,-0.024032093,0.905535304,7.41559506,1.21E-13
PPP1R9A,3.559758597,3.14454234,39.02333999,4.19E-10,1.96E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD9,3.558022663,5.405218153,219.9655251,9.20E-50,2.26E-48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOV,3.554014184,2.96055077,33.30326247,7.89E-09,3.30E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DTNA,3.551692727,3.356708576,46.4244923,9.52E-12,5.07E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP5,3.550876814,1.287225455,5.457748306,0.019481736,0.032389619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAFB,3.541464478,1.91605008,11.96790358,5.41E-04,0.001226714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRSS12,3.531976951,1.625729803,8.384101426,0.003785173,0.00730762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRSF8,3.52723346,8.286923756,1632.413486,0,0,5.980263749,408479.9844,282,3.846153846,3.761729585,0.629024027,13,0.007695159,0.234106595,25.51217573,1.44E-143
AC073333.1,3.524295579,3.677259624,59.61078394,1.16E-14,7.53E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HPSE,3.517347105,3.723479887,61.69503086,4.01E-15,2.69E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDIT4L,3.488340179,1.40574319,6.132177992,0.013274325,0.022925464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VGF,3.488153281,1.529642165,7.27380847,0.006996729,0.012840894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DBNDD2,3.4794592,3.028933255,34.53692068,4.18E-09,1.80E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIF21A,3.476815799,4.987265476,158.3956249,2.54E-36,4.30E-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMAIP1,3.476771704,6.494634581,465.8605582,2.55E-103,1.38E-101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AXIN2,3.471765835,3.136307245,37.74326805,8.07E-10,3.68E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FBXO33,3.470732979,5.668148982,258.7835973,3.16E-58,9.23E-57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGCC,3.467354306,3.122431689,37.25092724,1.04E-09,4.69E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANKRD33B,3.460517078,3.783769504,63.5749424,1.54E-15,1.06E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WNT11,3.458999295,1.326727302,5.444516012,0.019629853,0.032608704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD83,3.456854364,3.286723622,42.59218155,6.74E-11,3.36E-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIST1H4H,3.452650715,3.120574798,37.02433486,1.17E-09,5.25E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNNM4,3.437807082,5.080777532,167.5877481,2.49E-38,4.47E-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGS16,3.436460207,1.825262459,10.40971664,0.00125354,0.002652642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAT1,3.435537597,7.787401258,1128.729423,1.88E-247,3.27E-245,6.075717237,399317.9727,171,4,0.016784161,0.002762499,2,0.169138255,1.468066505,4.023372893,5.74E-05
EGR2,3.432951998,2.859381486,29.37653016,5.96E-08,2.27E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RASL11B,3.417570924,1.681614405,8.668539223,0.003237506,0.006322604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVPI1,3.417401422,6.188484365,368.5586151,3.86E-82,1.62E-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HSPA2,3.40501427,7.220463867,756.0725679,1.92E-166,2.10E-164,1.664509994,705176.7432,639,3.5,0.961095857,0.577404678,34,-0.007741787,0.13709685,12.19759451,3.20E-34
RP11-589F5.3,3.396440013,2.998576186,32.7780504,1.03E-08,4.27E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBBP6,3.395343458,9.639134929,2539.129581,0,0,4.609309316,636415.7061,1792,3.714285714,2.93144985,0.635984623,28,-0.003394746,0.155723977,29.62102653,8.01E-193
CCL20,3.394273538,5.282253467,191.341027,1.62E-43,3.38E-42,2.205641229,1489041.255,96,3.5,0.37640716,0.170656567,2,0.126422668,1.317813914,1.577778577,0.114616487
HERC5,3.391923265,2.973873703,32.03647617,1.51E-08,6.15E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALPP,3.388603104,1.659862538,8.346628567,0.003864037,0.007452771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM90A1,3.387778687,2.709918959,25.33736674,4.81E-07,1.67E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUSP8,3.381752537,1.882649682,10.9338276,9.44E-04,0.002049877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAFA,3.379818427,1.395475524,5.80005151,0.016025705,0.027186664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KLF4,3.355084457,5.465361158,215.6154697,8.18E-49,1.97E-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCDHA1,3.345283743,1.55350535,7.139951107,0.007538521,0.0137398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRAT2,3.34277969,2.579773141,22.14443802,2.53E-06,8.10E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MREG,3.328141629,3.56379874,51.17221877,8.46E-13,4.89E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIST1H2BD,3.327941308,3.553079995,50.73032463,1.06E-12,6.08E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYNJ1,3.314812093,6.49095883,441.1141186,6.19E-98,3.18E-96,1.238749409,41191.45947,1612,4,0.176691944,0.142637359,2,0.068411456,1.310929115,0.892754566,0.371988622
THEMIS,3.312931339,1.310109615,5.001340209,0.025327699,0.041069662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEY1,3.290583872,3.851951662,63.44765229,1.65E-15,1.13E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIST1H2BO,3.285525964,1.773859519,9.283896393,0.002311772,0.004662284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCRL1,3.283820627,1.448909084,6.030089667,0.014064019,0.024165698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPPK1,3.28213105,1.566368807,7.097818323,0.007717784,0.014037058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL4A4,3.278392146,3.504143685,47.96006333,4.35E-12,2.37E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EAF1,3.275151653,6.995688183,619.2731035,1.08E-136,9.21E-135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOV10L1,3.271991738,2.200527743,14.90485495,1.13E-04,2.86E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRHL1,3.255473546,1.511296983,6.513009352,0.010708813,0.018889221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF878,3.251598909,1.68189475,8.171068211,0.004256383,0.008150022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM90A25P,3.249298421,3.127420854,34.80333022,3.65E-09,1.58E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICAM1,3.246288865,4.617696789,111.8180852,3.92E-26,4.61E-25,4.041045959,317531.7163,532,4,1.351324354,0.33439965,4,0.008450129,0.603329462,6.683903384,2.33E-11
CCNJ,3.2390633,5.416102513,200.0010197,2.09E-45,4.63E-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPTY2D1,3.238816842,6.97631291,603.20887,3.36E-133,2.74E-131,3.648896413,2120690.52,685,3.769230769,1.542851646,0.422826924,13,-0.002945769,0.246224898,14.8313278,9.19E-50
GRAMD1C,3.233902261,4.123642856,76.72239472,1.97E-18,1.61E-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMEM74,3.223438318,1.456362932,5.950063274,0.014716758,0.025171028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUSBP1,3.217712087,4.737851289,121.0052086,3.81E-28,4.89E-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF622,3.217492507,7.39547666,800.7143257,3.77E-176,4.29E-174,3.429595957,965867.9165,477,3.388888889,1.793045585,0.522815401,18,-0.002827861,0.188708441,18.18903176,6.30E-74
PYGM,3.215863176,1.601005623,7.250865963,0.007086683,0.0129848,3.158187138,89825.47656,842,3,0,0,1,0.143233489,2.018683384,1.493524777,0.135299874
PRAMEF16,3.214590476,1.264343081,4.491902668,0.034055754,0.053571592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITX1,3.209727141,2.085497554,12.90672176,3.27E-04,7.69E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFYA,3.200438188,8.16917201,1352.66596,4.06E-296,9.49E-294,5.164410823,1348564.556,347,3.5,4.691733386,0.908474083,4,0.019994699,0.588636243,8.739550414,2.34E-18
RP11-321C1.1,3.192251887,1.934896206,10.84992176,9.88E-04,0.002136476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYLIP,3.181549844,5.201868431,167.7741878,2.27E-38,4.08E-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF365,3.18073278,4.563820512,104.9087027,1.28E-24,1.41E-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC16A10,3.161346818,1.298906169,4.601225844,0.031949104,0.050618008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MED26,3.159709714,5.682960628,235.4237793,3.91E-53,1.03E-51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOBP,3.15282199,1.716417546,8.221137241,0.004140524,0.007948211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GPRIN3,3.151476261,1.856610188,9.751916295,0.001791359,0.003689877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARHGAP42,3.147047513,4.412710529,92.53681242,6.61E-22,6.65E-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIRAS3,3.142652992,2.011680553,11.60812164,6.57E-04,0.00146854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLDN14,3.128515185,1.681211146,7.7842873,0.005270258,0.009919477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MPZL3,3.123066927,1.96912564,10.98460809,9.19E-04,0.001998391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAND2,3.119667357,1.493546149,6.014933409,0.014185314,0.02436034,0.604071849,1195707.868,217,3,0,0,1,0.090036315,1.88355481,0.272907128,0.784924607
DSP,3.109043645,8.3161478,1221.218607,1.49E-267,3.18E-265,1.454557849,452217.9941,2871,3.567164179,4.217400195,2.899437928,67,5.02E-04,0.096291592,15.1005514,1.61E-51
C4orf32,3.099899855,3.914823241,62.16189287,3.16E-15,2.13E-14,5.514876009,558239.9063,132,3.333333333,1.676073884,0.303918689,3,0.006178793,0.761690147,7.232202276,4.75E-13
HIST2H2AA4,3.097435862,5.235570492,166.6085483,4.07E-38,7.25E-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL4A3,3.097073913,1.638232909,7.267350409,0.007021931,0.012875483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAMD8,3.091784765,5.90635939,269.0735296,1.81E-60,5.45E-59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMDHD1,3.088924156,2.848006711,25.76311121,3.86E-07,1.35E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STX3,3.084011236,5.700268816,231.5989804,2.67E-52,6.88E-51,-0.135044661,126712.0938,289,3.5,0.68895392,-5.101674621,2,0.081648834,1.437933812,-0.150697823,0.880214091
C21orf91,3.081076984,6.24909882,341.6237208,2.83E-76,1.09E-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPFIBP2,3.073293241,3.076558109,31.22095465,2.30E-08,9.19E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOCS2,3.068039241,2.471719776,18.08076264,2.12E-05,5.96E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYLK3,3.060795773,1.615031321,6.941514207,0.008421779,0.015199217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCSK9,3.060059024,2.371038034,16.34287873,5.29E-05,1.41E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBH,3.052472333,7.003086649,573.1153162,1.18E-126,8.48E-125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDC2,3.04798264,6.750063595,479.4492501,2.82E-106,1.59E-104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WDR47,3.046263975,7.233754481,670.9493643,6.21E-148,5.99E-146,3.17149822,210460.5044,927,4,1.712812963,0.540064299,2,0.106202958,1.268983859,2.415551026,0.015711421
PABPN1,3.028307716,8.944384584,1811.178375,0,0,0.37874095,996883.8984,306,3.583333333,3.200976943,8.451626213,24,-4.20E-04,0.16531856,2.293519448,0.021818117
RASL11A,3.018232497,3.093458577,30.98112904,2.61E-08,1.03E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EAF2,3.00766716,2.124356689,12.42888398,4.23E-04,9.75E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL21A1,3.003349343,2.239846417,13.99815977,1.83E-04,4.48E-04,4.850524015,213045.1006,957,4,0,0,1,0.168832504,2.147692653,2.179870339,0.029267074
ARHGAP26,2.993535192,4.323943762,81.4909424,1.76E-19,1.54E-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIAA0922,2.983497661,5.181430132,153.0282713,3.78E-35,6.08E-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLIT2,2.983448965,6.942909354,534.3637697,3.17E-118,2.06E-116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLL1,2.980727157,1.769679826,8.187273613,0.004218527,0.008083904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCL26,2.978041578,1.626423498,6.802923508,0.009100873,0.016323021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPP1R15A,2.973122492,7.923486773,1012.019032,4.38E-222,6.83E-220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRSS35,2.972837761,1.308278148,4.272996129,0.038722597,0.060080822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELOVL4,2.972237916,5.333941813,170.1287424,6.94E-39,1.27E-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM107B,2.96445453,6.007598834,274.6582335,1.10E-61,3.39E-60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANXA3,2.953802242,1.595026597,6.452046154,0.011082464,0.019497372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BZW2,2.947616999,7.575548717,815.7063537,2.08E-179,2.43E-177,0.6496928,478755.5,419,3.564102564,0.581381762,0.894856402,39,9.92E-04,0.129745298,4.999802521,5.74E-07
